Burmese:Burm4	Burmese	deepskyblue	1
Burmese:Burm7	Burmese	deepskyblue	1
Burmese:Burm8	Burmese	deepskyblue	1
Burmese:Burm9	Burmese	deepskyblue	1
Burmese:Burm10	Burmese	deepskyblue	1
Burmese:Burm12	Burmese	deepskyblue	1
Burmese:Burm13	Burmese	deepskyblue	1
Burmese:Burm14	Burmese	deepskyblue	1
Burmese:Burm15	Burmese	deepskyblue	1
Burmese:Burm16	Burmese	deepskyblue	1
Dusun:Dusun4	Dusun	darkorchid	1
Dusun:Dusun7	Dusun	darkorchid	1
Dusun:Dusun8	Dusun	darkorchid	1
Dusun:Dusun10	Dusun	darkorchid	1
Dusun:Dusun11	Dusun	darkorchid	1
Dusun:Dusun12	Dusun	darkorchid	1
Dusun:Dusun14	Dusun	darkorchid	1
Dusun:Dusun21	Dusun	darkorchid	1
Dusun:Dusun22	Dusun	darkorchid	1
Dusun:Dusun23	Dusun	darkorchid	1
Kankanaey:Igorot3	Kankanaey	darkorange1	1
Kankanaey:Igorot4	Kankanaey	darkorange1	1
Kankanaey:Igorot5	Kankanaey	darkorange1	1
Kankanaey:Igorot6	Kankanaey	darkorange1	1
Kankanaey:Igorot10	Kankanaey	darkorange1	1
Kankanaey:Igorot11	Kankanaey	darkorange1	1
Kankanaey:Igorot13	Kankanaey	darkorange1	1
Kankanaey:Igorot17	Kankanaey	darkorange1	1
Kankanaey:Igorot21	Kankanaey	darkorange1	1
Kankanaey:Igorot23	Kankanaey	darkorange1	1
Ilocano:Luz2	Ilocano	darkturquoise	1
Tagalog:Luz5	Tagalog	deeppink	1
Ilocano:Luz6	Ilocano	darkturquoise	1
Tagalog:Luz8	Tagalog	deeppink	1
Tagalog:Luz9	Tagalog	deeppink	1
Tagalog:Luz10	Tagalog	deeppink	1
Tagalog:Luz11	Tagalog	deeppink	1
Malay:Malay2	Malay	darkgreen	1
Malay:Malay5	Malay	darkgreen	1
Malay:Malay6	Malay	darkgreen	1
Malay:Malay10	Malay	darkgreen	1
Malay:Malay11	Malay	darkgreen	1
Malay:Malay13	Malay	darkgreen	1
Malay:Malay14	Malay	darkgreen	1
Malay:Malay20	Malay	darkgreen	1
Malay:Malay21	Malay	darkgreen	1
Murut:Murut2	Murut	gold1	1
Murut:Murut3	Murut	gold1	1
Murut:Murut4	Murut	gold1	1
Murut:Murut5	Murut	gold1	1
Murut:Murut6	Murut	gold1	1
Murut:Murut9	Murut	gold1	1
Murut:Murut11	Murut	gold1	1
Murut:Murut13	Murut	gold1	1
Murut:Murut15	Murut	gold1	1
Murut:Murut17	Murut	gold1	1
Vietnamese:Viet5	Vietnamese	darkseagreen2	1
Vietnamese:Viet6	Vietnamese	darkseagreen2	1
Vietnamese:Viet8	Vietnamese	darkseagreen2	1
Vietnamese:Viet10	Vietnamese	darkseagreen2	1
Vietnamese:Viet12	Vietnamese	darkseagreen2	1
Vietnamese:Viet24	Vietnamese	darkseagreen2	1
Vietnamese:Viet27	Vietnamese	darkseagreen2	1
Vietnamese:Viet29	Vietnamese	darkseagreen2	1
Vietnamese:Viet33	Vietnamese	darkseagreen2	1
Vietnamese:Viet36	Vietnamese	darkseagreen2	1
Visayan:Vizaya1	Visayan	blue	1
Visayan:Vizaya2	Visayan	blue	1
Visayan:Vizaya3	Visayan	blue	1
Visayan:Vizaya4	Visayan	blue	1
Lapita_Vanuatu:I1368	Lapita_Vanuatu	firebrick3	16
Lapita_Vanuatu:I1369	Lapita_Vanuatu	firebrick3	16
Lapita_Vanuatu:I1370	Lapita_Vanuatu	firebrick3	16
Lapita_Tonga:Sk10	Lapita_Tonga	firebrick3	15
